time,delta_theta_avg
3.235300000000e0,4.713302995955e-4
3.235400000000e0,4.716954556856e-4
3.235500000000e0,4.720606717161e-4
3.235600000000e0,4.724259470503e-4
3.235700000000e0,4.727912810536e-4
3.235800000000e0,4.731566730864e-4
3.235900000000e0,4.735221225106e-4
3.236000000000e0,4.738876286857e-4
3.236100000000e0,4.742531909701e-4
3.236200000000e0,4.746188087212e-4
3.236300000000e0,4.749844812943e-4
3.236400000000e0,4.753502080430e-4
3.236500000000e0,4.757159883217e-4
3.236600000000e0,4.760818214815e-4
3.236700000000e0,4.764477068727e-4
3.236800000000e0,4.768136438450e-4
3.236900000000e0,4.771796317442e-4
3.237000000000e0,4.775456699175e-4
3.237100000000e0,4.779117577116e-4
3.237200000000e0,4.782778944681e-4
3.237300000000e0,4.786440795312e-4
3.237400000000e0,4.790103122410e-4
3.237500000000e0,4.793765919365e-4
3.237600000000e0,4.797429179582e-4
3.237700000000e0,4.801092896416e-4
3.237800000000e0,4.804757063238e-4
3.237900000000e0,4.808421673386e-4
3.238000000000e0,4.812086720188e-4
3.238100000000e0,4.815752196969e-4
3.238200000000e0,4.819418097031e-4
3.238300000000e0,4.823084413684e-4
3.238400000000e0,4.826751140191e-4
3.238500000000e0,4.830418269821e-4
3.238600000000e0,4.834085795825e-4
3.238700000000e0,4.837753711454e-4
3.238800000000e0,4.841422009942e-4
3.238900000000e0,4.845090684494e-4
3.239000000000e0,4.848759728307e-4
3.239100000000e0,4.852429134582e-4
3.239200000000e0,4.856098896486e-4
3.239300000000e0,4.859769007188e-4
3.239400000000e0,4.863439459836e-4
3.239500000000e0,4.867110247569e-4
3.239600000000e0,4.870781363506e-4
3.239700000000e0,4.874452800768e-4
3.239800000000e0,4.878124552450e-4
3.239900000000e0,4.881796611639e-4
3.240000000000e0,4.885468971402e-4
3.240100000000e0,4.889141624806e-4
3.240200000000e0,4.892814564904e-4
3.240300000000e0,4.896487784731e-4
3.240400000000e0,4.900161277298e-4
3.240500000000e0,4.903835035630e-4
3.240600000000e0,4.907509052706e-4
3.240700000000e0,4.911183321529e-4
3.240800000000e0,4.914857835064e-4
3.240900000000e0,4.918532586272e-4
3.241000000000e0,4.922207568090e-4
3.241100000000e0,4.925882773468e-4
3.241200000000e0,4.929558195318e-4
3.241300000000e0,4.933233826546e-4
3.241400000000e0,4.936909660048e-4
3.241500000000e0,4.940585688720e-4
3.241600000000e0,4.944261905428e-4
3.241700000000e0,4.947938303040e-4
3.241800000000e0,4.951614874377e-4
3.241900000000e0,4.955291612287e-4
3.242000000000e0,4.958968509604e-4
3.242100000000e0,4.962645559128e-4
3.242200000000e0,4.966322753652e-4
3.242300000000e0,4.970000085964e-4
3.242400000000e0,4.973677548828e-4
3.242500000000e0,4.977355135012e-4
3.242600000000e0,4.981032837267e-4
3.242700000000e0,4.984710648334e-4
3.242800000000e0,4.988388560923e-4
3.242900000000e0,4.992066567752e-4
3.243000000000e0,4.995744661520e-4
3.243100000000e0,4.999422834910e-4
3.243200000000e0,5.003101080600e-4
3.243300000000e0,5.006779391247e-4
3.243400000000e0,5.010457759513e-4
3.243500000000e0,5.014136178028e-4
3.243600000000e0,5.017814639425e-4
3.243700000000e0,5.021493136309e-4
3.243800000000e0,5.025171661295e-4
3.243900000000e0,5.028850206956e-4
3.244000000000e0,5.032528765878e-4
3.244100000000e0,5.036207330634e-4
3.244200000000e0,5.039885893771e-4
3.244300000000e0,5.043564447834e-4
3.244400000000e0,5.047242985354e-4
3.244500000000e0,5.050921498864e-4
3.244600000000e0,5.054599980849e-4
3.244700000000e0,5.058278423823e-4
3.244800000000e0,5.061956820254e-4
3.244900000000e0,5.065635162617e-4
3.245000000000e0,5.069313443378e-4
3.245100000000e0,5.072991654986e-4
3.245200000000e0,5.076669789872e-4
3.245300000000e0,5.080347840469e-4
3.245400000000e0,5.084025799185e-4
3.245500000000e0,5.087703658421e-4
3.245600000000e0,5.091381410577e-4
3.245700000000e0,5.095059048029e-4
3.245800000000e0,5.098736563142e-4
3.245900000000e0,5.102413948269e-4
3.246000000000e0,5.106091195762e-4
3.246100000000e0,5.109768297954e-4
3.246200000000e0,5.113445247166e-4
3.246300000000e0,5.117122035714e-4
3.246400000000e0,5.120798655888e-4
3.246500000000e0,5.124475099976e-4
3.246600000000e0,5.128151360265e-4
3.246700000000e0,5.131827429005e-4
3.246800000000e0,5.135503298479e-4
3.246900000000e0,5.139178960902e-4
3.247000000000e0,5.142854408514e-4
3.247100000000e0,5.146529633541e-4
3.247200000000e0,5.150204628203e-4
3.247300000000e0,5.153879384680e-4
3.247400000000e0,5.157553895180e-4
3.247500000000e0,5.161228151861e-4
3.247600000000e0,5.164902146909e-4
3.247700000000e0,5.168575872467e-4
3.247800000000e0,5.172249320679e-4
3.247900000000e0,5.175922483684e-4
3.248000000000e0,5.179595353601e-4
3.248100000000e0,5.183267922553e-4
3.248200000000e0,5.186940182630e-4
3.248300000000e0,5.190612125919e-4
3.248400000000e0,5.194283744511e-4
3.248500000000e0,5.197955030476e-4
3.248600000000e0,5.201625975870e-4
3.248700000000e0,5.205296572739e-4
3.248800000000e0,5.208966813121e-4
3.248900000000e0,5.212636689044e-4
3.249000000000e0,5.216306192523e-4
3.249100000000e0,5.219975315573e-4
3.249200000000e0,5.223644050193e-4
3.249300000000e0,5.227312388353e-4
3.249400000000e0,5.230980322040e-4
3.249500000000e0,5.234647843220e-4
3.249600000000e0,5.238314943846e-4
3.249700000000e0,5.241981615858e-4
3.249800000000e0,5.245647851189e-4
3.249900000000e0,5.249313641776e-4
3.250000000000e0,5.252978979529e-4
3.250100000000e0,5.256643856351e-4
3.250200000000e0,5.260308264124e-4
3.250300000000e0,5.263972194749e-4
3.250400000000e0,5.267635640093e-4
3.250500000000e0,5.271298592027e-4
3.250600000000e0,5.274961042401e-4
3.250700000000e0,5.278622983054e-4
3.250800000000e0,5.282284405831e-4
3.250900000000e0,5.285945302552e-4
3.251000000000e0,5.289605665035e-4
3.251100000000e0,5.293265485080e-4
3.251200000000e0,5.296924754491e-4
3.251300000000e0,5.300583465048e-4
3.251400000000e0,5.304241608539e-4
3.251500000000e0,5.307899176723e-4
3.251600000000e0,5.311556161359e-4
3.251700000000e0,5.315212554198e-4
3.251800000000e0,5.318868346978e-4
3.251900000000e0,5.322523531426e-4
3.252000000000e0,5.326178099264e-4
3.252100000000e0,5.329832042217e-4
3.252200000000e0,5.333485351960e-4
3.252300000000e0,5.337138020204e-4
3.252400000000e0,5.340790038625e-4
3.252500000000e0,5.344441398911e-4
3.252600000000e0,5.348092092718e-4
3.252700000000e0,5.351742111697e-4
3.252800000000e0,5.355391447504e-4
3.252900000000e0,5.359040091774e-4
3.253000000000e0,5.362688036138e-4
3.253100000000e0,5.366335272219e-4
3.253200000000e0,5.369981791621e-4
3.253300000000e0,5.373627585953e-4
3.253400000000e0,5.377272646814e-4
3.253500000000e0,5.380916965780e-4
3.253600000000e0,5.384560534440e-4
3.253700000000e0,5.388203344348e-4
3.253800000000e0,5.391845387080e-4
3.253900000000e0,5.395486654172e-4
3.254000000000e0,5.399127137172e-4
3.254100000000e0,5.402766827621e-4
3.254200000000e0,5.406405717045e-4
3.254300000000e0,5.410043796956e-4
3.254400000000e0,5.413681058864e-4
3.254500000000e0,5.417317494269e-4
3.254600000000e0,5.420953094672e-4
3.254700000000e0,5.424587851561e-4
3.254800000000e0,5.428221756410e-4
3.254900000000e0,5.431854800675e-4
3.255000000000e0,5.435486975828e-4
3.255100000000e0,5.439118273320e-4
3.255200000000e0,5.442748684596e-4
3.255300000000e0,5.446378201098e-4
3.255400000000e0,5.450006814259e-4
3.255500000000e0,5.453634515493e-4
3.255600000000e0,5.457261296217e-4
3.255700000000e0,5.460887147831e-4
3.255800000000e0,5.464512061743e-4
3.255900000000e0,5.468136029336e-4
3.256000000000e0,5.471759042001e-4
3.256100000000e0,5.475381091110e-4
3.256200000000e0,5.479002168038e-4
3.256300000000e0,5.482622264144e-4
3.256400000000e0,5.486241370776e-4
3.256500000000e0,5.489859479296e-4
3.256600000000e0,5.493476581023e-4
3.256700000000e0,5.497092667302e-4
3.256800000000e0,5.500707729460e-4
3.256900000000e0,5.504321758814e-4
3.257000000000e0,5.507934746675e-4
3.257100000000e0,5.511546684345e-4
3.257200000000e0,5.515157563132e-4
3.257300000000e0,5.518767374307e-4
3.257400000000e0,5.522376109168e-4
3.257500000000e0,5.525983758993e-4
3.257600000000e0,5.529590315051e-4
3.257700000000e0,5.533195768592e-4
3.257800000000e0,5.536800110885e-4
3.257900000000e0,5.540403333182e-4
3.258000000000e0,5.544005426725e-4
3.258100000000e0,5.547606382751e-4
3.258200000000e0,5.551206192491e-4
3.258300000000e0,5.554804847180e-4
3.258400000000e0,5.558402338021e-4
3.258500000000e0,5.561998656243e-4
3.258600000000e0,5.565593793044e-4
3.258700000000e0,5.569187739624e-4
3.258800000000e0,5.572780487177e-4
3.258900000000e0,5.576372026895e-4
3.259000000000e0,5.579962349970e-4
3.259100000000e0,5.583551447556e-4
3.259200000000e0,5.587139310834e-4
3.259300000000e0,5.590725930971e-4
3.259400000000e0,5.594311299132e-4
3.259500000000e0,5.597895406456e-4
3.259600000000e0,5.601478244088e-4
3.259700000000e0,5.605059803191e-4
3.259800000000e0,5.608640074894e-4
3.259900000000e0,5.612219050325e-4
3.260000000000e0,5.615796720615e-4
3.260100000000e0,5.619373076881e-4
3.260200000000e0,5.622948110241e-4
3.260300000000e0,5.626521811802e-4
3.260400000000e0,5.630094172673e-4
3.260500000000e0,5.633665183952e-4
3.260600000000e0,5.637234836733e-4
3.260700000000e0,5.640803122114e-4
3.260800000000e0,5.644370031163e-4
3.260900000000e0,5.647935554978e-4
3.261000000000e0,5.651499684622e-4
3.261100000000e0,5.655062411179e-4
3.261200000000e0,5.658623725711e-4
3.261300000000e0,5.662183619278e-4
3.261400000000e0,5.665742082928e-4
3.261500000000e0,5.669299107720e-4
3.261600000000e0,5.672854684708e-4
3.261700000000e0,5.676408804928e-4
3.261800000000e0,5.679961459431e-4
3.261900000000e0,5.683512639240e-4
3.262000000000e0,5.687062335385e-4
3.262100000000e0,5.690610538903e-4
3.262200000000e0,5.694157240809e-4
3.262300000000e0,5.697702432119e-4
3.262400000000e0,5.701246103864e-4
3.262500000000e0,5.704788247039e-4
3.262600000000e0,5.708328852655e-4
3.262700000000e0,5.711867911716e-4
3.262800000000e0,5.715405415224e-4
3.262900000000e0,5.718941354168e-4
3.263000000000e0,5.722475719548e-4
3.263100000000e0,5.726008502354e-4
3.263200000000e0,5.729539693573e-4
3.263300000000e0,5.733069284177e-4
3.263400000000e0,5.736597265154e-4
3.263500000000e0,5.740123627479e-4
3.263600000000e0,5.743648362108e-4
3.263700000000e0,5.747171460032e-4
3.263800000000e0,5.750692912209e-4
3.263900000000e0,5.754212709607e-4
3.264000000000e0,5.757730843183e-4
3.264100000000e0,5.761247303897e-4
3.264200000000e0,5.764762082705e-4
3.264300000000e0,5.768275170542e-4
3.264400000000e0,5.771786558368e-4
3.264500000000e0,5.775296237137e-4
3.264600000000e0,5.778804197784e-4
3.264700000000e0,5.782310431264e-4
3.264800000000e0,5.785814928506e-4
3.264900000000e0,5.789317680446e-4
3.265000000000e0,5.792818678017e-4
3.265100000000e0,5.796317912150e-4
3.265200000000e0,5.799815373789e-4
3.265300000000e0,5.803311053850e-4
3.265400000000e0,5.806804943266e-4
3.265500000000e0,5.810297032944e-4
3.265600000000e0,5.813787313826e-4
3.265700000000e0,5.817275776830e-4
3.265800000000e0,5.820762412868e-4
3.265900000000e0,5.824247212870e-4
3.266000000000e0,5.827730167725e-4
3.266100000000e0,5.831211268380e-4
3.266200000000e0,5.834690505727e-4
3.266300000000e0,5.838167870685e-4
3.266400000000e0,5.841643354160e-4
3.266500000000e0,5.845116947059e-4
3.266600000000e0,5.848588640293e-4
3.266700000000e0,5.852058424763e-4
3.266800000000e0,5.855526291387e-4
3.266900000000e0,5.858992231058e-4
3.267000000000e0,5.862456234679e-4
3.267100000000e0,5.865918293166e-4
3.267200000000e0,5.869378397406e-4
3.267300000000e0,5.872836538302e-4
3.267400000000e0,5.876292706763e-4
3.267500000000e0,5.879746893696e-4
3.267600000000e0,5.883199089980e-4
3.267700000000e0,5.886649286519e-4
3.267800000000e0,5.890097474218e-4
3.267900000000e0,5.893543643974e-4
3.268000000000e0,5.896987786674e-4
3.268100000000e0,5.900429893230e-4
3.268200000000e0,5.903869954535e-4
3.268300000000e0,5.907307961490e-4
3.268400000000e0,5.910743904998e-4
3.268500000000e0,5.914177775945e-4
3.268600000000e0,5.917609565234e-4
3.268700000000e0,5.921039263764e-4
3.268800000000e0,5.924466862429e-4
3.268900000000e0,5.927892352142e-4
3.269000000000e0,5.931315723799e-4
3.269100000000e0,5.934736968287e-4
3.269200000000e0,5.938156076523e-4
3.269300000000e0,5.941573039394e-4
3.269400000000e0,5.944987847823e-4
3.269500000000e0,5.948400492699e-4
3.269600000000e0,5.951810964930e-4
3.269700000000e0,5.955219255425e-4
3.269800000000e0,5.958625355084e-4
3.269900000000e0,5.962029254824e-4
3.270000000000e0,5.965430945544e-4
3.270100000000e0,5.968830418162e-4
3.270200000000e0,5.972227663595e-4
3.270300000000e0,5.975622672748e-4
3.270400000000e0,5.979015436549e-4
3.270500000000e0,5.982405945889e-4
3.270600000000e0,5.985794191705e-4
3.270700000000e0,5.989180164913e-4
3.270800000000e0,5.992563856443e-4
3.270900000000e0,5.995945257208e-4
3.271000000000e0,5.999324358137e-4
3.271100000000e0,6.002701150161e-4
3.271200000000e0,6.006075624204e-4
3.271300000000e0,6.009447771201e-4
3.271400000000e0,6.012817582094e-4
3.271500000000e0,6.016185047812e-4
3.271600000000e0,6.019550159297e-4
3.271700000000e0,6.022912907492e-4
3.271800000000e0,6.026273283338e-4
3.271900000000e0,6.029631277780e-4
3.272000000000e0,6.032986881782e-4
3.272100000000e0,6.036340086289e-4
3.272200000000e0,6.039690882255e-4
3.272300000000e0,6.043039260639e-4
3.272400000000e0,6.046385212408e-4
3.272500000000e0,6.049728728520e-4
3.272600000000e0,6.053069799940e-4
3.272700000000e0,6.056408417655e-4
3.272800000000e0,6.059744572626e-4
3.272900000000e0,6.063078255840e-4
3.273000000000e0,6.066409458272e-4
3.273100000000e0,6.069738170909e-4
3.273200000000e0,6.073064384741e-4
3.273300000000e0,6.076388090768e-4
3.273400000000e0,6.079709279978e-4
